,transcipt,speakers,file,batch,start,end,start_rounded,end_rounded,log_mean_pitch,log_stdev_pitch,pitch_rate_of_change_log_variance,pitch_2_percentile,pitch_25_percentile,pitch_50_percentile,pitch_75_percentile,pitch_98_percentile,word_count,duration
961,"All right. I am a little troubled by the empirical studies but for a different reason than you are. You haven't put anything to the contrary. You really haven't put any evidence that the -- that there aren't a significant number of people who have been wrongfully convicted because of the lack of unanimity. You say there some people benefitted and some people didn't. But what does it matter? Meaning, if some people didn't benefit from the rule and may have been not guilty, doesn't that answer the watershed question on its own?",Sonia_Sotomayor,19-5807,26,3096.11,3144.65,3096,3145,5.469156498610059,0.1971254908260937,0.0018743643693603673,170.6259238017108,204.08500572708806,233.08188075904494,269.2917795270241,375.0741245918851,93,48.539999999999964
962,"General, in In re Winship, this Court held that a reasonable doubt standard was -- had to be used by any criminal jury. That was before Teague, but if you -- but if Teague had applied, do you think that that would have been held to be a retroactive rule?",Elena_Kagan,19-5807,27,3171.50000005,3192.6450001,3172,3193,5.52593619588517,0.2279011014872811,0.0011499804626185699,187.06054452036665,212.505992363466,234.43211035826653,291.9733833144849,435.14773835722997,50,21.145000049999908
963,"I'm going to tell you, General, that I think you're having trouble with the question, it's hard to say, because two things are true. We cannot imagine that rule being viewed as anything less than fundamental to our entire system. That's number one. But, number two, if you're only talking about accuracy as, like, a reduction of error rate across the board, we wouldn't have that rule. We would have a preponderance standard. So, I mean, that's what makes it hard. And -- and -- and I guess I think it's inconceivable that it wouldn't be held to be retroactive.",Elena_Kagan,19-5807,28,3221.81,3258.53,3222,3259,5.710309396261477,0.28084389774684243,0.001685857675193522,200.5789474828077,245.51937137864914,286.9574553484241,360.5025690653949,674.8115889366884,100,36.720000000000255
964,"Good morning, counsel. As I heard you in response to the Chief Justice, you said you absolutely did dispute the estimates of about 1600 cases. But I haven't actually seen or heard anything where you do dispute that that is the appropriate number. Am I missing something?",Neil_Gorsuch,19-5807,29,3306.85,3327.79,3307,3328,5.324450357498859,0.8068262106270963,0.002950360210112594,94.42383522387564,106.86851352689665,113.88104140480641,514.2619893669481,604.5396048815593,47,20.940000000000055
965,"-- what relevance does this have anyway? As I understand your argument, it is, okay, it's 1600, but it's really difficult. Wouldn't we expect it to be difficult if, in fact, it were a watershed rule? If this really were a significant change and an important one, wouldn't we expect there to be some burden for the state, and -- and where does Teague tell us that that matters?",Neil_Gorsuch,19-5807,30,3367.62,3393.01,3368,3393,4.894663509758106,0.08904534631195651,0.00039787775606302364,114.96991486078767,123.47082531403102,134.25813813363857,144.72908455731675,149.98918583679605,69,25.390000000000327
966,"I understand that, counsel. I'm not asking about AEDPA. You told me not to even think about AEDPA in your brief. Fine. So I'm talking about under Teague. Once we answer the Teague question that it's watershed, it doesn't matter how many cases there are. And, in fact, if it really were watershed, we'd expect there to be a considerable number, right?",Neil_Gorsuch,19-5807,31,3439.1,3458.625,3439,3459,5.10240946007544,0.020619636420765797,0.00037170033445922283,158.68730818970928,162.2210105918017,164.81652795285027,166.9702848766413,168.66611791365605,62,19.52500000000009
967,"Thank you, Chief Justice. And good morning, General Murrill. In Ramos, Justice Gorsuch's opinion and mine as well talked about the history of nonunanimous juries, the linkage to racist origins. I know your point about the 1974 adoption. But I also looked at the -- how it was linked to the history of race-based peremptory strikes in Batson and how those two things had come from a -- from a similar place, a similar unfortunate place in our history, in the court -- in the country's history. And in this case, you know, there's a black defendant. The state uses its peremptory strikes to strike all but one black juror -- uses four of its six peremptories against black venire persons -- strikes five blacks for cause because several of them -- in part, for several of them -- had a family history of incarceration. And you're left with one black juror with a black defendant. And then you get a 11-to-1 verdict on the armed robbery count, the two kidnapping counts -- one of the armed robbery counts, two kidnapping counts, and the rape count. And the one juror is the black -- black woman, the black juror. This case seems like a classic example of what we were concerned about with the combination of peremptory challenges being used on the basis of race, maybe not to strike every juror but to strike all but one, and then the nonunanimous jury system complementing the -- the peremptory challenges. I know there wasn't a Batson -- successful Batson challenge in this case, but the facts of this case certainly seem troubling on how it all played out. I'll just give you an opportunity to react to that if you want.",Brett_M_Kavanaugh,19-5807,32,3470.845,3610.91,3471,3611,5.086654606121622,0.12630343641031483,0.0008257395620420079,133.87038650376502,150.26442824298348,159.19961611844158,173.60841241450115,218.4314098526718,290,140.06500000000005
968,"General Murrill, I'd like to ask you about 2254(d). So Justices Thomas and Gorsuch asked Mr. Belanger whether 2254(d) erected an independent bar, you know, regardless of what we say about Teague. We have an amicus brief saying that 24 -- 2255(d)(1) supersedes Teague, so there are no exceptions, there is no watershed exception, and that's because 2254(d)(1) precludes a federal court from granting relief if the claim resulted -- if the state court adjudication resulted in a decision that was contrary to or involved an unreasonable application of -- sorry, permits granting relief only in that circumstance. And 2254(d)(1) makes no mention of watershed rules, perhaps reflecting Justice Alito's view that, you know, these are Tasmanian tigers and there are none left. And so, under 2254(d)(1), federal courts ought not be engaging in the Teague exception analysis. Do you have a position on that?",Amy_Coney_Barrett,19-5807,33,3648.86,3717.33,3649,3717,5.623154351900596,0.1170065013884938,0.002329988688914202,227.3385100663719,255.6500291307247,270.8517709358815,293.6647679174075,365.74467430282664,145,68.4699999999998
969,"Counsel, I'm not sure that your reliance on DeStefano is really right. Isn't the right to a unanimous jury more important as a matter of factual accuracy than the right to a jury itself? I mean, you would expect a judge to be at least as accurate and presumably even more than a -- a jury. So I'm not sure that the fact that DeStefano is not retroactive really makes the case that this right shouldn't be.",John_G_Roberts_Jr,19-5807,34,3882.735,3923.975,3883,3924,5.335400954416257,0.3040152993884092,0.0014485703539061528,155.56349186104043,173.60841241450115,188.23090565017245,214.97519305553408,551.1723529946163,77,41.23999999999978
970,"Well, maybe this will just be repetitive, but the -- we're talking about the Anglo American system and that's in the Seventh Amendment, jury trial, so forth. Now, within the confines of that system, why isn't unanimity basic, and if it's basic, aren't these just words, the accuracy and so forth, and you're really trying to think of how basic is this and then compare it to everybody who's going to be released from jail. That was the old system. Maybe Teague changed that a lot. I don't know. What do you think? Why isn't it basic?",Stephen_G_Breyer,19-5807,35,4141.985,4179.45500005,4142,4179,5.321012127436557,0.579904898755152,0.001271542315711372,122.87379759647254,135.4258854679408,148.5384940785009,218.73289323986043,677.6401652663004,97,37.470000050000635
971,"Where does the authority to impose the Teague rule on the states come from? If it's an interpretation of the -- of the habeas statute, then don't we have to deal with 2254(d)? If it's not an interpretation of the statute, it would have to come from a provision of the Constitution, such as the suspension clause. Is that where you think it comes from?",Samuel_A_Alito_Jr,19-5807,36,4228.07,4252.38,4228,4252,5.262834389554395,0.3996848965770688,0.0017067118502351883,124.79038277073698,141.8307339283537,172.60850153728515,227.10238765333565,497.6678407038243,65,24.3100000000004
972,"Counsel, do you think the Teague exception is an ill -- an ill fit? If not, can you think of any example of a potential watershed rule that is not Gideon? And, second, you dispute -- I'd like you to answer both, so I'm going to give you your remaining time for that. You dispute that unanimity is necessary to increase accuracy in jury verdicts. But I can't think of any justification other than that for the unanimity requirement that the Constitution seeks -- has set. Our founders must have thought that that process enabled accuracy. So I don't know why I should second-guess them or on what basis we would second-guess them.",Sonia_Sotomayor,19-5807,37,4347.385,4400.16,4347,4400,5.618020751632618,0.19435233221261092,0.0017269602048202188,195.70421340590224,238.52991146631203,272.42079928303684,307.5533855193843,445.11255373284587,113,52.774999999999636
973,"Mr. Michel, you told Justice Breyer that the unanimity requirement wasn't basic. But, when I read the opinions on the majority side in Ramos, I think they say it absolutely is, you know, that it's basic in the exact same way that a beyond a reasonable doubt standard is basic, that it goes to the inherent characteristics of what in our system a jury has to do to find a defendant guilty. I mean, Ramos says that if you haven't been convicted by a unanimous jury, you really haven't been convicted at all. And so how could it be that a rule like that does not have retroactive effect?",Elena_Kagan,19-5807,38,4489.935,4532.81,4490,4533,5.5527911503133565,0.2919306066554847,0.0019082810209415575,180.29293130679153,208.85526660911424,235.7901617579845,300.528856485967,601.057712971934,109,42.875
974,"I'm not just talking about the origins of the rule and whether it goes back to founding times. There's more in Ramos. There's -- there's -- there's an idea that in those founding times, it was thought -- this rule was thought of as inherent in what it meant to have a fair trial by jury, and a -- and an accurate trial by jury, so that whatever came out of that process, if unanimity wasn't a part of it, there wasn't a true conviction.",Elena_Kagan,19-5807,39,4554.31,4581.41,4554,4581,5.632029470551153,0.28577249047309927,0.0012376847117289839,187.1901406188276,219.99999999999997,266.19869962824436,330.5823134186383,632.5523461291234,85,27.099999999999454
975,"Good morning, counsel. Just to pick up there and -- and with Justice Sotomayor's line of questioning, I understand your argument to us today, the watershed rule exception in Teague might have served a purpose at some point, but it doesn't any longer because we captured all watershed rules of criminal procedure. None are likely to come forward, and it -- it is hard to see if -- if this doesn't qualify, which the founders thought was an essential component of the jury trial right, then it's pretty hard to see what might emerge that would qualify. Is that a fair statement of the government's position?",Neil_Gorsuch,19-5807,40,4626.315,4664.51499995,4626,4665,4.757665008188612,0.08097505951991381,0.0017434362767857518,101.56057117688964,109.99999999999999,115.86971395503193,123.11628539916202,137.88113885794974,106,38.19999995000035
976,"You're giving a lot of credit to the Teague Court for thinking about all these eventualities, and I appreciate that. But is -- does all this point out or maybe suggest that -- that post-conviction review here has been overextended and that while Teague was once an attempt to rein in considerable efforts, and I think of Brown versus Allen, to -- to apply the Constitution post-conviction, that maybe this -- this whole area is -- that Teague itself is a little outmoded and that it may be better just to give up the ghost? Is that the government's essential point of view?",Neil_Gorsuch,19-5807,41,4710.6,4746.255,4711,4746,5.354611761870843,0.7442209149536284,0.002497106730927726,109.99999999999999,124.72876815892428,139.3941668115768,604.5396048815593,843.3809091073668,103,35.654999999999745
977,"Thank you. And good morning, Mr. Michel. I wanted to follow up on something Justice Gorsuch was asking the Solicitor General of Louisiana about, which is do you think the number of cases that would be affected has any bearing on whether something is watershed?",Brett_M_Kavanaugh,19-5807,42,4782.91,4805.69000005,4783,4806,5.197201462893088,0.14816692131052767,0.0006925435751941705,150.56038905530164,160.81753244367425,170.13455729829212,204.08500572708806,248.3481315657722,45,22.780000050000126
978,"Good morning, Mr. Michel. I want to talk to you about accuracy, and the first thing I'd like to ask is a follow-up to your dialogue with Justice Thomas. And -- and this is, I think, a point of clarification for me. You were distinguishing between factual accuracy and what I understood you to say would have been the more generous standard of considering the likelihood of wrongful conviction. What is the difference between the two of those, and how is the latter more generous than the former, if I understood you correctly?",Amy_Coney_Barrett,19-5807,43,4845.19,4872.555,4845,4873,5.619261394190885,0.15351352826377207,0.002848215478647158,229.0776735576574,249.81097439559304,264.6655079380657,286.9574553484241,435.39970010967454,93,27.36500000000069
979,"Right. So, if somebody is in an accident and they think the vehicle might have had something to do with it, is it enough, under your theory, for them to say, one reason I -- I bought a Ford was because I saw one of their ads and I was persuaded that they made good cars?",John_G_Roberts_Jr,19-368,0,151.5,169.17,152,169,5.370115863819283,0.13575464697071685,0.0016704360705804132,172.60850153728515,194.307673196836,206.4563592676515,233.08188075904494,319.8035726181193,56,17.669999999999987
980,"But, if the -- if the -- if the issue that's going to be litigated on liability is, say, for example, was the accident caused by a car defect or was the accident caused by the negligence of the driver, you've suddenly made that a jurisdictional question because, if the -- if the accident is caused -- the proximate cause due to the car, then you would say, well, there is jurisdiction, but, if it's the driver's negligence, that doesn't have anything to do with Ford's presence. So it seems to me that's a -- a serious and unfortunate consequence of your position.",John_G_Roberts_Jr,19-368,1,271.22,311.335,271,311,5.400441896514548,0.3164833662090565,0.002017745887084357,166.7288223161438,183.93170582347207,194.86885420251932,234.43211035826653,547.9978338378821,103,40.11499999999995
981,"Yes. Thank you, Mr. Chief Justice. Counsel, I'm a little confused. The -- how do we get from the Due Process Clause to your proximate cause argument? That seems to be a long journey. I'd like you to at least trace back for me, at least as far as International Shoe, the lineage for this proximate cause requirement.",Clarence_Thomas,19-368,2,334.37,362.93499995,334,363,4.585539292921785,0.09394766527506819,0.004529157091778587,82.38790407795872,92.23222929482232,95.76056196257365,102.93433862926514,120.67870467327296,58,28.564999950000015
982,"Well, it's -- you know, the -- that's still a bit confusing to me. But let me ask you just a practical question. Let's say that, first of all, Ford in the United States is fairly ubiquitous. So the -- if I'm in a city like Bristol, Tennessee, and I notice on the Internet that there is a used Ford Raptor available for sale at a great price and great condition in Roanoke, Virginia, so I drive to Roanoke, I buy it, I keep it a while, but I -- it -- it -- somehow it fails, and we can add the facts from -- from these two cases to that. It fails. Can the resident of Tennessee who lives in Tennessee and wrecked the car or had the accident in Tennessee sue in Tennessee -- Ford in Tennessee?",Clarence_Thomas,19-368,3,419.4,472.44,419,472,4.873788958013552,0.338324955080067,0.0012524838053188567,94.03136522629697,105.64102395561046,119.26495573315601,135.4258854679408,410.5345162761952,139,53.04000000000002
983,"Oh, I understand. I'm just trying to figure out the sense of this. If I bought the Raptor in Bristol, Tennessee, could I sue Ford in Bristol, under the same circumstances, I saw the exact same ad, but it was Bristol, Tennessee?",Clarence_Thomas,19-368,4,495.44,510.245,495,510,5.155977084446095,0.05892737156039384,0.0024593133195988945,155.50530506106494,171.86288767652792,174.61411571650194,180.51157687078563,188.85985797994738,42,14.805000000000007
984,"All right. So the whole point of this whole doctrine, I take it, is not to put a defendant to the trouble of going to a different state, where it's really unfair. I mean, unfairness underlies all these cases. And, here, they did send the car in. Maybe they didn't know it would get there. Maybe there is no causal connection. But they do do a lot of business with the same cars there. And so, since they do a lot of business with the same kinds of cars there, they have to be prepared to defend against this kind of suit. So what's unfair about it?",Stephen_G_Breyer,19-368,5,542.695,580.9,543,581,5.263673348537947,0.33026726032666637,0.0025491423528384346,109.44818917324858,157.37105256787842,177.66631669600923,226.44649206156825,444.10698869994513,107,38.20499999999993
985,"So I think the answer to my question is some case law, which I bet -- which I will read, and -- but, if I came to the conclusion the case law didn't govern, what -- what's unfair about it?",Stephen_G_Breyer,19-368,6,652.01,662.475,652,662,5.197067196244669,0.20238758394235407,0.0014980953691386926,136.9994584594705,154.66751207845843,174.61411571650194,202.90956258890662,271.7329718111382,40,10.465000000000032
986,"On that, I thought that -- I thought that the other side says, no, no, we're talking about a case where the defendant does a lot of business of the same kind in the state. Just not this car, but a lot of other similar cars.",Stephen_G_Breyer,19-368,7,698.38,712.11,698,712,5.227410162755399,0.20864421945282632,0.004481301425169142,120.87440302132188,166.7288223161438,188.23090565017245,213.12862048337752,265.70807828738714,46,13.730000000000018
987,"Let me pick up on a hypothetical that you have in your reply brief. I'll modify it slightly for purposes of -- of simplicity. So suppose a product is sold in a particular state where the manufacturer advertises this product as a very safe product, a person purchases it and is injured by the product. Would there be personal jurisdiction there, or would it be necessary for the injured individual to prove that the advertising as to the safety of this product was the proximate cause of the purchase of the product?",Samuel_A_Alito_Jr,19-368,8,728.57,774.79,729,775,5.728828788681053,0.8716936982731301,0.002093778608777774,116.54094037952247,145.14587018501834,186.06888929891866,916.3106942306295,1134.9087888934714,92,46.219999999999914
988,"So, if the person -- the person purchases it in, I don't know, Idaho, drives it to -- a person from Montana purchases it in Idaho because of advertising in Montana regarding the safety of this product and then is injured in -- in Montana, what would -- would -- would there be personal jurisdiction there?",Samuel_A_Alito_Jr,19-368,9,816.97,844.91,817,845,5.8583916174201205,0.892755542716116,0.0008455145912483189,111.9227661312955,141.21807024054857,254.19455466592188,937.7284414330662,1012.6112986524538,56,27.93999999999994
989,"Well, if we step back, and this is a little bit like Justice Thomas's question, we're talking about due process, which the international court -- court felt -- International Shoe court felt free to say, well, that just means fair play. If -- if that's what we're talking about, either fair play for Ford or what was at issue in Bristol Myers Squibb, which is a lawsuit in a suit that has -- in a state that has little connection with anything involved in the -- in the suit, what would be the justification for a ruling in your favor here?",Samuel_A_Alito_Jr,19-368,10,869.99,910.99500005,870,911,5.178938481731724,0.4768702117451702,0.0017487090046310898,115.86971395503193,137.79308824865404,157.37105256787842,186.06888929891866,966.1141288254552,101,41.005000050000035
990,"All right. So let's assume that a Ford vehicle was designed in Michigan, manufactured in Kentucky, sold to a dealership in Kansas City, Missouri, but purchased by a resident of Kansas City. They saw a Ford advertisement in TV. The plaintiff wants to assert various claims for design defect, manufacturing defect, false advertising, and negligence. Is there any single state where the plaintiff could -- could allege all those torts?",Sonia_Sotomayor,19-368,11,1036.395,1070.395,1036,1070,5.59613106464007,0.17796877621315602,0.0016032647756442071,184.29397770446943,239.91170118635668,261.6255653005986,297.0769881570017,411.3001981277197,70,34.0
991,"So you would say any one contact would be enough, but how about if the airbag -- if the defect was in the airbag? Would Missouri still have jurisdiction over Ford -- or Kansas, you said Kansas would, if the defective airbag were not the original airbag but instead a new replacement airbag installed by a Ford dealership? And then take it a step further. Is it the airbag or is it an old sensor in the car that caused it? How do we determine jurisdiction then?",Sonia_Sotomayor,19-368,12,1098.115,1136.43499995,1098,1136,5.627511504974298,0.2046468050316091,0.002127868926166643,182.70429971601015,248.37216905734888,273.99891691894106,316.5653876023804,450.28451247858095,87,38.31999995000001
992,"Mr. Marotta, going back to your colloquy with Justice Alito, a simple hypothetical: I buy a Apple computer in New York. I -- I -- I -- I move to California. The computer catches on fire. I get injured. You're saying I can sue in New York, where I bought the -- the Apple computer, but I can't sue in California, where I live and where the injury took place. Is that right?",Elena_Kagan,19-368,13,1200.275,1229.33000005,1200,1229,5.453079455886783,0.21517379080531795,0.0010779250004873415,166.20482744690028,196.84927041319082,229.0776735576574,263.1411467822288,379.2129305458566,73,29.05500004999999
993,"Yeah. So -- so, essentially, you're substituting what I think people have assumed in these product cases, which is, if -- if you are in a place and the injury takes place in a place because of a manufacturing defect or a design defect, you get to sue. You're saying, no, it doesn't really matter where the injury took -- took place; what matters is where the first sale of the product took place?",Elena_Kagan,19-368,14,1243.095,1269.6,1243,1270,5.573056151953005,0.22541029212999067,0.001426589278457058,181.738084462442,227.75828324510303,252.71363809934766,294.94065493809535,463.4788558201278,74,26.50499999999988
994,"Okay. But you can also do it where it's manufactured, for example. Okay. Then that's notwithstanding that this company, and let's go just back to Ford now, it advertises, it sells, it services these automobiles in exactly the same way in these two states.",Elena_Kagan,19-368,15,1297.83,1316.84,1298,1317,5.65621124367513,0.23548758615338078,0.0010484817408075349,189.3213161937526,242.6993408760242,282.02769802256034,318.3992322368831,447.69106452518196,44,19.00999999999999
995,"Well, I have to say you keep saying Bristol Myers, but, you know, Bristol Myers, there was absolutely no connection. The plaintiffs weren't residents of California. They didn't use the product there. They hadn't been injured there. Now that's three differences from this case.",Elena_Kagan,19-368,16,1321.27,1336.455,1321,1336,5.692744783312842,0.32787488111571506,0.002922778789215995,199.42369775418427,244.1052838549259,275.58617649730814,333.4576446322876,913.3552599305077,44,15.184999999999945
996,"Good morning, Mr. Marotta. It seems to me this case really puts into sharp relief the difficulties our doctrinal tests have created. We've made a firm distinction between specific and general jurisdiction for many years. We say specific jurisdiction has to ""arise out of."" Everybody seems to know what that means. Nobody knows what ""relates to"" means, the other part of the test. And so I -- I guess -- I guess I want to take you back to first principles along the lines of Justice Thomas. What does due process require? I suppose one could say it's whatever fair play -- whatever we think fair play means, in which case you -- you might run into some of the troubles we've -- we've been hearing some of the questions about. But it could mean -- due process could mean a couple of other things. One, it could mean the law of the land. Are you being haled into court in accordance with the law of the land? And, surely, that -- that's met here, the state long-arm statute. No one contests that it reaches you. Or it might mean that, as originally understood, the Due Process Clause and the ideas behind the due process would not have allowed a defendant to be haled into court in these kinds of circumstances. I didn't see a lot in the briefs addressing that question, so it's really something I -- I wanted to ask you and -- and -- and your colleagues today about. Do you have anything you want to comment there?",Neil_Gorsuch,19-368,17,1389.31,1481.34499995,1389,1481,4.982638715855174,0.16878652648061668,0.00155308796400579,108.06211155485076,133.6776273313543,145.14587018501834,161.0494265540188,204.08500572708806,261,92.03499995000016
997,"If we -- if we look at -- there have been a lot of questions about our precedent, but the -- the sentence from World-Wide Volkswagen, and you're familiar with the sentence on 297 and 298 of World-Wide Volkswagen, I guess it ends at the bottom of 297, if we follow that sentence, you lose, correct?",Brett_M_Kavanaugh,19-368,18,1606.57,1628.585,1607,1629,5.158145568150504,0.16945329452021154,0.0009115219056120737,139.50721711867268,153.77669275969214,169.64319079487348,187.14677540918822,286.7260698828958,56,22.0150000000001
998,"No. Sorry to interrupt. If we just follow what the sentence says, though, ""if the sale of a product of a manufacturer/distributor rises from the efforts of the manufacturer/distributor to serve directly or indirectly the market for its products in other states, it's not unreasonable to subject it to suit in one of those states if its allegedly defective merchandise has there been the source of injury to its own or to others,"" if we just follow that sentence, you lose, correct?",Brett_M_Kavanaugh,19-368,19,1638.49,1665.26500005,1638,1665,5.198062926125094,0.11266339204740683,0.0007641201159802482,151.1349012203898,168.66611791365605,176.64303400994282,189.3213161937526,246.03139190843783,82,26.775000050000017
999,"Counsel, one of your amici, the National Association of Home Builders, has a test that relies on the so-called stream of commerce theory. And I understand your theory to be different. Could you tell me what you understand that theory to be and exactly why yours is different?",John_G_Roberts_Jr,19-368,20,1905.745,1926.14000005,1906,1926,5.386659400092764,0.17036796290679693,0.0029333188727886355,168.2192530501158,193.74649219115264,212.505992363466,244.1052838549259,318.3992322368831,48,20.395000050000135
1000,"Counsel, let's say there's a -- a retired guy in a small town up in Maine who carves decoys. And friends say: These are great, you ought to sell them on the Internet. And so he gets a site on the Internet, and it has a little thing that links to it that says, you know, buy my decoys. Can he be sued in any state if some harm arises from the decoy? Say it -- you know, it has lead paint or something. By putting something --",John_G_Roberts_Jr,19-368,21,1987.825,2017.3,1988,2017,5.441925831164994,0.15253411868243175,0.0019680568008315406,186.06888929891866,205.2672581380976,225.1422562392905,251.2581146483697,355.3326333920185,88,29.47499999999991
1001,"Thank you, Mr. Chief Justice. Mr. Gupta, I would like to pick up there too. You used the term ""related to"" in the discussion. What is enough -- and -- and I'm not clear as to, even with the Chief Justice's hypothetical, what -- how related it must be. Could you put some contours on that for us?",Clarence_Thomas,19-368,22,2097.965,2124.705,2098,2125,5.814583341744569,0.998436186695569,0.001505527401697319,95.34139137113122,115.86971395503193,625.8586480068038,867.3872323151847,990.7499904578434,58,26.73999999999978
1002,"The other side, I think, is saying jurisdictional rules must be clear. A defendant does not do enough business in a state, say Illinois, to make that defendant at home in the state. But he does do some. Now he sells a product from Maine, let's say, take the hypothetical that the Chief Justice gave. And the person who bought it has never seen his advertising, though he advertises a lot. The person who bought it didn't use his dealer, though he even has some there. And you think, under those circumstances, he can bring his lawsuit. Is that right?",Stephen_G_Breyer,19-368,23,2227.775,2271.55,2228,2272,5.187490314321735,0.3316414989382666,0.003005754599971641,86.77632301299306,138.59362753011544,176.64303400994282,219.3664466199302,362.30209920525135,100,43.77500000000009
1003,"Wait, it's an isolated sale in the sense that that particular sale has no contact except the injured -- except the injured person and the place of accident in Illinois. But the defendant does loads of similar business in Illinois. Does that make a difference?",Stephen_G_Breyer,19-368,24,2282.045,2301.55,2282,2302,5.396950154518763,0.42456424859033415,0.003429444658711472,108.88771929028536,141.01384901128017,234.43211035826653,347.21682482900223,393.72124889097677,45,19.50500000000011
1004,"Exactly. That's what I thought. Now the problem, I think, that the other side is saying is there is, how much business does he have to do? I mean, if John Deere has a defective lawn mower or John Deere has a defective harvester in Illinois, what if it sells 4 billion lawn mowers in Illinois but no harvesters? I mean, what kind of business? Say it's not enough to be at home there, but it is some.",Stephen_G_Breyer,19-368,25,2304.86,2332.85,2305,2333,5.429464994666259,0.3316567951367447,0.002612774975775755,121.8417504806277,177.92361932159986,258.62053938239393,295.3659506116579,374.74727107129684,78,27.98999999999978
1005,"What if the product involved here was a custom-made product? Let's say it's an antique car that's been rebuilt, and it is advertised on the Internet and purchased in one state, driven into another state. An accident occurs in the other state. The claim is that the -- the design of this car was negligent. Would there be personal jurisdiction?",Samuel_A_Alito_Jr,19-368,26,2427.23499995,2457.99500005,2427,2458,5.401082676062536,0.7813877930439207,0.001310448135972904,116.54094037952247,133.09934981412218,145.9866916572425,412.91271853530293,987.7666025122481,60,30.760000099999615
1006,"All right. Well, suppose it's not a custom product. And now we'll get to a hypothetical that's similar to -- to the Chief Justice's. It is a -- a product that is produced in somewhat limited quantities by a person in, let's say, Maine, but advertised on the Internet. That's the only way anybody learns about it. And purchases are made over the Internet. Someone purchases it in another state and is injured in that state. Would there be jurisdiction?",Samuel_A_Alito_Jr,19-368,27,2496.63,2525.04499995,2497,2525,5.215477678162491,0.4346899983295631,0.0019715234613495586,121.64491846358146,141.8307339283537,159.19961611844158,198.56225076933305,911.033132980412,80,28.414999950000038
1007,"No, it's an antiquated -- it's an antiquated question. It's the 1945 International Shoe traveling salesman question. So we are in -- we could perhaps decide this case within the contours of our existing cases because there's nothing particularly 21st century about what happened here. But we're in a strange situation where we are not purporting to apply what due process was understood to mean when the Fourteenth Amendment was adopted. We are applying a 1945 standard adopted by the Court when it put on its fair play hat and said this is fair play as we understand the world in 1945. But the world in 2020 is completely different. So you may just say, well, decide this on the basis of your -- your existing case law and not propose anything grander, but, if you have a solution to the bigger problems that have been framed by some of the questions, it would be interesting to hear it.",Samuel_A_Alito_Jr,19-368,28,2538.03,2600.78,2538,2601,5.232579010378616,0.3676460206110379,0.0026203391178503416,132.33275396903284,146.8323839587038,178.6955271983718,204.08500572708806,954.4512753980586,159,62.75
1008,"Counsel, I just have one question about your same product rule. How about if it's a claim about a defective airbag, and it wasn't in -- in one car sold by Ford, but it's in another car, millions of cars that are sold in Minnesota. But this one car is not sold in Minnesota. Would you still have jurisdiction?",Sonia_Sotomayor,19-368,29,2659.26,2682.94999995,2659,2683,5.547384451337383,0.20039410761334941,0.002526421726080533,184.33659792576321,219.99999999999997,254.17759331190004,289.87375102158717,390.28450437396066,59,23.689999949999674
1009,"Mr. Gupta, on -- on this same product rule again, I mean, first, let me make sure I understand the rule. So, if I'm Ford and I come up with a special kind of pickup truck and I decide really the market for this pickup truck is the southeast part of America and I only advertise it there and I only sell it there, then, if somebody takes the pickup truck to Washington State and something happens, then you're saying I cannot sue you in Washington State. Is that right?",Elena_Kagan,19-368,30,2739.525,2773.155,2740,2773,5.442771182787025,0.20084960684003755,0.0017775872713960603,172.48920331956398,204.08500572708806,219.99999999999997,249.81097439559304,430.8522341553066,90,33.63000000000011
1010,"I see what you're saying. And on your test, focusing on your test, how about if Ford does something, you know, a little bit different? It -- it -- it says we have this pickup truck and mostly we're going to market it in the southeast, but we can't say we do nothing in the northwest, you know, we do a little bit. There's one dealer who's out there selling these pickup trucks. What happens then?",Elena_Kagan,19-368,31,2816.805,2842.85,2817,2843,5.540350830714716,0.26310643160346237,0.0018086205549038108,171.61434972294217,206.4563592676515,239.91170118635668,311.12698372208087,445.88610697054673,76,26.045000000000073
1011,"Okay. Sorry, if I could just interrupt, Mr. Gupta. Final question is we talked a lot about fairness in this argument. My understanding of our law is that federalism has become an at least equivalent concern in the due process cases as fairness. So how does that cut with respect to your theory?",Elena_Kagan,19-368,32,2888.03,2908.98999995,2888,2909,5.534672495366302,0.20087365493058404,0.0018654700998747983,184.65624958546675,213.73702705379327,255.6500291307247,290.2917403700367,415.30469757994507,53,20.959999949999656
