,Case,Spkr,Start,End,Speech,BERT-GS_Scores
1437,20-297,Brett_M_Kavanaugh_,4713.11,4817.09," Thank you, Chief Justice. Good morning, Mr. Issacharoff. I think you have a good argument with respect to the 1,853 in terms of the reasonable procedures, but I'm more concerned about the 6,332, whose information was not, in essence, published. Under in Spokeo, of course, the information was published, which is a big distinction, as I see it, between that case and this, as to the 6,332. And when Spokeo talked then about risk of harm, it was talking about harm beyond the publication, at least as I understood it, for example, publication of ZIP codes, which strikes me as a very different thing than risk talking about risk of harm when there hasn't been publication to begin with. So that that's point one. And then, on on risk of harm, you heard me talk about damages versus injunctive relief. It strikes me that risk of harm, of course, is enough to get you injunctive relief. With damages, I I hadn't thought risk of harm would get you damages standing for damages claims unless the risk of harm was itself a harm. Judge Tatel in the D.C. Circuit analogized it: If inaccurate information falls into a database, does it make a sound? And his answer to that, applying Stoke Spokeo, was no. And I guess then-Judge Barrett, talking about no harm/no foul, seemed to be picking up on the same thing. So can you respond to the distinction between this case and Spokeo and then try to help me on risk of harm for the 6,332?
",-0.10248138010501862
1438,20-297,Brett_M_Kavanaugh_,4867.73,4887.23," In in Spokeo, though, I think, you know, there's different language in there, of course, and we're going to have to figure that out, but I thought the publication itself was the key demarcation that helped support standing there. And you don't have that here for the 6,332. If you can continue your answer to that.
",-0.17167413234710693
1439,20-297,Amy_Coney_Barrett_,4953.41,5019.14," Good morning, Mr. Issacharoff. I have a question about whether you can ever have a bare procedural violation with respect to any of these consumer protection statutes, like FCRA or the FDCPA. I mean, all of them have procedures that are designed to protect against a risk of harm. So, you know, whether it's to have information put clearly on two pages instead of one or, you know, whether it's to say that certain things must be in writing or whether it's I'm thinking of many of the cases that the lower courts have dealt with not having so many numbers of your credit card receipt credit card number reflected on a receipt, all of these are designed to protect a consumer against the risk of some harm. So is there any violation that you can think of and I'm talking about I'm not talking about the disclosure here. I mean I'm not talking about the reasonable procedures claim and the disclosure of private information. I'm talking about these procedural guardrails like this. Is there anything that you can think of that would count as a bare procedural violation that's not cognizable under Spokeo?
",-0.1569613665342331
1440,20-297,Amy_Coney_Barrett_,5061.81,5091.98," So then is it your position that the reason why there was standing for these things coming in the two envelopes and the OFAC envelope not having the specific information that was included in the first credit report is it your position that the reason why that's not a bare procedural violation as opposed to something else you didn't give an example, but something you say would be trivial is it because of the the it it being inherently shocking and confusing, like the Ninth Circuit said? Is that what distinguishes it?
",-0.05421736463904381
1441,20-444,John_G_Roberts_Jr_,152.03,170.795," So, if a judge a district court advises the defendant during the plea colloquy that murder is a strict liability offense and, you know, it doesn't matter whether he has the intent to kill or not, you think that you don't have a per se rule there, in a situation like that, that that would be structural error?
",-0.3841940760612488
1442,20-444,Sonia_Sotomayor_,599.99,666.99," Counsel, this is a very different kind of case than our other plain-error cases because, in our other cases, the defendant had a reason for putting forth a defense. So whether it was Neder, the defendant knew that someone had to find materiality. It was the same thing in Johnson. But this is the kind of case where no defendant knew that there could be an actual defense at all. So why wouldn't we find that a structural error? You're omitting the requirement of an offense at all. And even if we found it to be structural error under prong 3, why wouldn't you win under prong 4? Because assuming that a court can look at the entire record under prong 4, here, the defendant admitted to the probation officer that he and to the court, I believe, that he knew he was a felon. So don't you win either way?
",0.21999533474445343
1443,20-444,Sonia_Sotomayor_,709.23,729.74999995," Excuse me, counsel. Do you have the same answer to the questions posed earlier about the defendant who really didn't know or have an opportunity to create a record? Do you agree that we should look at those cases, even in a guilty plea, as different than in the normal situation that a defendant should be able to proffer evidence before the appellate court?
",-1.5150731801986694
1444,20-444,Sonia_Sotomayor_,743.075,773.445," I'm not asking you that because it never gets back to the district court unless the appellate court says that there was an error that sends the case back. I'm asking the question as if a defendant didn't know and didn't put into the record a plausible defense. Do you agree with your colleague in in Greer that that defendant could proffer that in the appellate to the appellate court?
",-0.25038111209869385
1445,20-444,Elena_Kagan_,784.93,845.685," Mr. Ellis, when you were answering the Chief Justice's hypotheticals earlier, you said that structural errors really all go to the overall structure of the proceeding and that's why none of the hypotheticals he gave you were, in fact, instances of structural error. But I had thought that there was a different category of structural error where what we were looking at was some interest that was unrelated to whether there was an erroneous conviction and, in particular, a category where we were concerned with autonomy interests, with the ability of a defendant to make his own choices. And in some of those hypotheticals that the Chief Justice was giving you, I would have thought that there was no such ability to make your own choices, that you have so little information in cases like that that the autonomy interest is raised to a very high level. So I'm I'm curious as to your response to that.
",-0.02735370397567749
1446,20-444,Elena_Kagan_,900.5,918.91," Well, go back, Mr. Ellis, to the Chief Justice's hypothetical, then maybe to a couple of of of different ones. You know, suppose a defendant pleaded guilty without being informed of any of the elements of the offense. He didn't really even know what crime he was pleading to. Would that be structural error because it interfered with his autonomy interest?
",-0.4053765535354614
1447,20-444,Elena_Kagan_,930.91,945.895," Well, how would he even know what to object to if he if he didn't know anything about what the crime was? I mean, how can a defendant make the choice to plead guilty if he doesn't know what he's pleading to? I would have thought that that's pretty non-autonomous decision-making.
",0.5275049805641174
1448,20-444,John_G_Roberts_Jr_,1280.89,1304.4," You know, the cases where we've held that it's not structural error, I think, if you put them side by side with yours, it's hard to say that yours is necessarily stronger. You know, the judicial improper participation in the negotiations, the government's actual breach of the plea plea agreement, if those aren't structural, why why is the error in this case?
",0.0994788408279419
1449,20-444,Stephen_G_Breyer_,1350.7,1397.67," Yeah. What what what is the difficulty of of making what you made all these arguments. Fine. So the lawyer for the defendant says to the appeals court or the district judge, you know, we wouldn't have pled guilty. Now you have to make you know, you have to make it plausible or reasonable, or if it wouldn't happen, then that's the end of it. You win. I mean, why call it a structural error? Why not just say the plain error shows that it was likely it would have made a difference, end of case? But, in a case where there's an element, you know, it wasn't known about, et cetera, dah, dah, dah, but it's obvious it wouldn't have made any difference whatsoever, you lose? I mean, why is that a tough system to work?
",0.7985296845436096
1450,20-444,Stephen_G_Breyer_,1486.77,1512.19500005," No, but it was in the briefs. I mean, he says, look, judges in the appeals court, hey, I didn't know that there was this element, obviously. If I had known, I wouldn't have pled pled guilty. And then you put in a general description of of what makes that plausible, reasonable to think in the circumstance. You don't have to go into some big record. You just have to explain it and back it up.
",0.8202639222145081
1451,20-444,Samuel_A_Alito_Jr_,1625.935,1662.87," Well, why wouldn't the autonomy argument apply to any misstatement or omission, that at the Rule 11 proceeding, the judge explains to the defendant the rights that the defendant is giving up and what the government would have to prove if the case went to trial, and the defendant presumably makes a decision about whether to go to trial or plead guilty based on that understanding of what is at stake? And so, if the judge mis-describes what is at stake, it seems to me the same autonomy interest is implicated. No? What's wrong with that?
",0.007347948383539915
1452,20-444,Samuel_A_Alito_Jr_,1714.085,1751.12499995," On the issue of futility, if I understand the chronology, at the time when your client pled guilty, Judge Gorsuch's separate opinion in the Tenth Circuit on this issue had been issued and, in fact, had been on the books for a number of years, and Judge Gorsuch had become Justice Gorsuch. So why would it have been why was it futile to raise the issue at that time in the district court? Had that been done, we might be talking about Gary cases as opposed to Rehaif cases.
",-0.01755349338054657
1453,20-444,Sonia_Sotomayor_,1812.73,1860.005," Mr. Fisher, even assuming that this was structural error under prong 3 for the reasons that you stated or just narrowly because there was no reason for him to know that anyone would have to find this element and so no reason to proffer to consider this defense at all, don't you still have to meet prong 4? And I don't want you to argue Mr. Greer's case, but assuming that on prong 4 all evidence in the record could be looked at, tell me what defenses are plausible that your client could raise. You mentioned they may have been in your red brief. I just don't remember seeing what they were.
",0.19909530878067017
1454,20-444,Sonia_Sotomayor_,1880.625,1905.72," Here is a man who was convicted seven times, multiple separate jail terms, vastly exceeding one year, and I think he had been let out of his last conviction months before he was arrested on this charge. So what would have made it what factual defenses to knowledge would he have plausibly had?
",-0.3969610929489136
1455,20-444,Elena_Kagan_,1994.805,2018.855," Mr. Fisher, like Justice Alito, I'm also trying to get a handle on what you think is autonomy-infringing and why. So, if we could think about the error in Bousley, there, the Court advises the defendant that using a firearm in connection with a drug crime requires only gun possession. But that's not right. In fact, it requires active employment of the firearm. Is that structural?
",-0.03733314201235771
1456,20-444,Elena_Kagan_,2051.03,2065.005," or omission is not your your dividing line. So, for example, if the Court had told your client that a felon was someone convicted of a crime that carries a sentence of six months, that would be just as autonomy-infringing, is that right?
",-0.07416970282793045
1457,20-444,Elena_Kagan_,2127.325,2149.35," Is is is your view that this has nothing to do with the question of prejudice? I mean, imagine a case where we think, in light of the nature of the omission or in light of the nature of the mis-description, I mean, every defendant in his right mind would still have pleaded guilty. In that case, we're just not allowed to say that?
",0.10309646278619766
1458,20-444,Neil_Gorsuch_,2195.945,2239.72," Mr. Fisher, I'm I'm still trying to get my hands around your futility argument. The contemporaneous objection rule is heavily embedded in tradition and also in the Federal Rules. And Rule 51(b) speaks expressly to the question, and it says that there's no need for an objection if a party does not have an opportunity to object. That that's the test. It's not some sense of how many circuits have ruled against it or whether it's likely to lose or how likely it is to lose in front of the district court or in the court of appeals. It's an opportunity. And how do you how do you reconcile your argument with that language in Rule 51?
",-0.039525724947452545
1459,20-444,Neil_Gorsuch_,2254.91,2267.97," Yeah, I I I just haven't seen any of that from your brief. You mentioned a Second Circuit opinion, but there's nothing from this Court that's ever construed an opportunity to object to mean a likelihood of success on that objection.
",-0.1787799447774887
1460,20-444,Neil_Gorsuch_,2285.51,2300.62," Oh, an intervening decision, but but, here here, again, there there there was plenty of notice that this was an available argument out there. It may not be a likely one that the Eleventh Circuit was likely to have adopted, but --
",-0.21455088257789612
1461,20-444,Brett_M_Kavanaugh_,2379.895,2428.97," Thank you, Chief Justice. And welcome, Mr. Fisher. Just to zero in on this particular case and the precise issue in this case, I think you're saying that it's unfair to defendants to have their conviction by trial or plea when the government wasn't required to prove that the defendant knew he was a convicted felon. And the Fifth Circuit said, well, convicted felons typically know they're convicted felons. Judge Wilkinson said felony status is simply not the kind of thing that one forgets. So, from that premise, it seems odd to throw out all the convictions if you accept that premise. So do you accept the premise that convicted felons typically know they're convicted felons?
",0.6523931622505188
1462,20-444,Amy_Coney_Barrett_,2576.925,2594.08," And so do you think that's kind of a natural weed-out mechanism for the point that Judge Wilkinson was making, that, you know, felon status is not the kind of thing that you were going to forget, so their the likelihood that they would succeed if, indeed, they won on appeal and went back and put the government to its proof is itself a deterrent against a flood of cases?
",-0.2670534551143646
1463,19-123,John_G_Roberts_Jr_,124.85,158.32," Ms. Windham, this is a case involving free exercise rights, but it's in they're in tension with another set of rights, those recognized in our decision in Obergefell. And whatever you think or however you think that tension should be resolved as a matter of government regulation, shouldn't the City get to strike the balance as it wishes when it comes to setting conditions for participating in what is, after all, its foster program?
",-0.14380976557731628
1464,19-123,John_G_Roberts_Jr_,188.64,213.485," you don't see any difference in terms of the analysis whether it's simply a regulation, the City issuing a rule that governs across the board, as opposed to part of the rules for participating in a program; in other words, not in its sovereign capacity but in a managerial capacity or, you know, a business capacity?
",-0.681749165058136
1465,19-123,Clarence_Thomas_,251.43,298.565," Thank you, Mr. Chief Justice. Counsel, following up on the Chief Justice's question, this seems to involve both contractual relationships with the City, as well as, as the Chief said, regulatory or licensing. In that instance, when you have both aspects of that, do we analyze it as a government contract, again, referring back to the Chief's point, or as sort of a licensure program where the City has basically taken over an area and now it has certain requirements of the the regulated industry?
",-1.3613604307174683
1466,19-123,Stephen_G_Breyer_,373.125,444.34," Yes. Thank you. On pages 45 and 46 of the City's brief, they say that they aren't requiring you to endorse same-sex marriages. They say all they're asking you to do is evaluate a couple without reference to whether they are same-sex or not. You've read that. It says your objection is to being required to evaluate and provide written endorsements of a same-sex relationship. But they aren't saying to do that. Indeed, they say add something onto any response you make and say that you do not endorse same-sex marriages. Say it. You see what it says. So suppose pages 45 and 46 were written right into your contract, allowing you to say whatever you want about same-sex. All they want you to do is evaluate this couple irrespective of same or different sex. What is your religious objection to that?
",0.1301003098487854
1467,19-123,Stephen_G_Breyer_,531.775,605.605," Well, you don't have to say, according to them, whether the couple is married, whether it's not married, whether it's same-sex, whether it's different sex. You just put that to the side, make a note that you're putting it to the side, and say, other than that, they're okay or they're not okay. That's all you have to do. Now what's the problem? I still don't quite see it. You said in your response that you don't want to do it, which I understand that you don't. But they say they're imposing a requirement that does not interfere with your they can't figure out how does it interfere. And so we write 45 and 46 right into your contract word for word. And now tell me once again what's the problem. You in your last answer, you just said they can't make you say anything. I guess that's true. But we write 45 and 46 and say you can say something if you want, or you don't have to if you don't want to, but just take same-sex, different sex, and put it to the side and say, other than that, are they qualified.
",0.9602612257003784
1468,19-123,Samuel_A_Alito_Jr_,641.055,660.805," Let me ask you a couple of questions about what's in the record of this case about the facts of the case. To begin, as far as the record reflects, how many same-sex couples in Philadelphia have been denied the opportunity to be foster parents as a result of Catholic Social Services' policy?
",-1.8876965045928955
1469,19-123,Samuel_A_Alito_Jr_,735.95500005,761.47," One of your main arguments concerns a the fact that there are exemptions to the generally applicable rules under the City's policy. I'm somewhat uncertain about what the City's final position is about the availability of exemptions. What is your understanding of that?
",-0.9944185614585876
1470,19-123,Sonia_Sotomayor_,820.54,851.42," Counsel, I'm interested in why you see yourself as a licensee as opposed to a government contractor. I understand that many governments throughout the country do these home assessments and certifications internally. They hire employees within the government, they set up criteria, and they're the ones who choose to certify a family or not. So why aren't you any different than a government contractor?
",-0.5924109220504761
1471,19-123,Sonia_Sotomayor_,874.12,898.64," that's no different than deciding setting forth criteria to hire someone to do work for you. It's a lovely argument, but I'm having a very hard time accepting how, when the City sets forth a set of criteria, only these people can do this work for me. That's not a license. That's an employment contract.
",0.9977774620056152
1472,19-123,Sonia_Sotomayor_,912.705,936.21499995," but state I mean, we have often permitted and we have a legion of cases with people who are not state actors or agents or actual employees but contractors or people who are are being retained to do things for the government where we said the government could set the criteria it wants. Why are you any different?
",-0.43646863102912903
1473,19-123,Sonia_Sotomayor_,963.92,991.51," I'm sorry, counsel. I don't have much time, but just one last point. What is dangerous is the idea that a contractor with a religious belief could come in and say: Exclude other religions from being families, certifying families. Exclude someone with a disability. How do we avoid that? Or exclude interracial couples.
",0.40634414553642273
1474,19-123,Sonia_Sotomayor_,1018.31,1041.245," what does that have to do with certifying a family? Meaning those are two different functions. The certification process is who's eligible, and they don't require someone to have to be married even, same-sex or not. That's different than placing a child, which is governed by the best interests of the child.
",-0.8105055689811707
1475,19-123,Elena_Kagan_,1058.63,1098.52," Good morning, Ms. Windham. I'd like to take you back to the Chief Justice's opening questions and give you a hypothetical. Suppose that there's a state and it doesn't want to operate its prisons itself, so it contracts with private organizations to do so. And in the contract, there's a provision that says that no employee can use drugs of any kind. And and a a a a group says that wants to operate a prison says it wants an exemption for peyote use. What would be the result in that case?
",-0.7389482259750366
1476,19-123,Elena_Kagan_,1110.78,1144.695," Well, you know, I guess the question that I'm trying to get at is here's the government in its capacity as a contractor saying, you know, something a condition that's extremely relevant to the contract in its view, and shouldn't the government have leeway to do that, to just say, you know, it doesn't matter why you want to use peyote, whether it's religious or anything else; we're just going to say there there should be no peyote use and no other drug use.
",0.5903804898262024
1477,19-123,Elena_Kagan_,1171.46,1198.19500005," of things that governments do now. If you would excuse me, Ms. Windham, just to put another question on the table. I mean, there are a lot of things that governments do now that traditionally were done by private organizations, religious organizations. I mean, you could go through, you know, youth homes or homeless shelters. A lot of old philanthropy is now regulated and conducted by the government. Why should that matter?
",0.054104141891002655
1478,19-123,Neil_Gorsuch_,1252.84,1267.485," Good morning, counsel. What do we do with the fact that the City seems to be representing to us here and now that the Fair Practices Ordinance is binding of its own force and that the department can't offer any exemptions?
",-1.2022597789764404
1479,19-123,Brett_M_Kavanaugh_,1395.33,1460.98," Thank you, Mr. Chief Justice. And good morning, Ms. Windham. I want to follow up on some of Justice Alito's questions and just make sure I have some of the facts down pat here. First, as I understand it, Philadelphia contracts with about 30 private foster agencies to find and train and support foster families, and Catholic Social Services is just one of them, as I understand it. And, second, if a same-sex couple ever came to Catholic Social Services, Catholic Social Services would refer that couple to another agency that works with same-sex couples so that the couple could participate and be a foster foster parents. And then, third, no same-sex couple has ever come to Catholic Social Services for participation in this program, and, therefore, Catholic Social Services' policy has never actually denied any same-sex couple the opportunity to be foster parents in Philadelphia. I just want to make sure those three facts are accurate, and you can elaborate as you see fit.
",-0.039196234196424484
1480,19-123,Amy_Coney_Barrett_,1516.975,1539.99999995," Good morning, Ms. Windham. So you just kind of indicated that you know, that maybe Smith shouldn't have been applied here, and you argue in your brief that Smith should be overruled. But you also say that you win even under Smith because this policy is neither generally applicable nor neutral. So, if you're right about that, why should we even entertain the question whether to overrule Smith?
",0.11088436096906662
1481,19-123,Amy_Coney_Barrett_,1616.23,1653.8," Last question: If we did overrule Smith or, frankly, even if we didn't, let's take this out of the same-sex marriage context and put it in the interracial marriage context. Justice Sotomayor was indicating an example like this. What if there was an agency who believed that interracial marriage was an offense against God and, therefore, objected to certifying interracial couples as foster families? Would they be entitled to an exemption and, if so, how is that distinguishable from or, if not, how is that distinguishable from CSS's refusal to certify children to couples in same-sex marriages?
",-0.23653028905391693
1482,19-123,John_G_Roberts_Jr_,1791.71999995,1815.045," Counsel, you rely, as does the Petitioner, on contract provision 3.21, which bans a list of objectionable practices but then has at the end this ""unless an exception is granted by the Commissioner in his or her sole discretion."" Has an exception ever been granted under that provision?
",-1.2626665830612183
1483,19-123,John_G_Roberts_Jr_,1862.59,1884.56," The federal government, of course, has an extensive contracting regime, and it draws distinctions, I think, between on the basis of, for example, disability, minority ownership, and all that. How does do contract rules have to be neutral and generally applicable across the board even with respect to protected status?
",-0.6006938815116882
1484,19-123,Stephen_G_Breyer_,1920.71,1977.985," Very well. I'd like to follow up on two questions that have been asked, the questions of the interracial marriage. Everything is the same except it's interracial. The response so far from your side has been, well, that's a compelling interest. This isn't. Think of other examples. The government wants to contract to a food distributor to supply food on all the military bases, and because they are Orthodox Jews, they want nothing to do with ham and don't want to let anybody else they want nothing to do with it. Or consider a a religion which says we're bidding on this contract for local transportation and we want men and women to sit separately, or we want women to wear head scarves. Now, in a contracting basis, is it your opinion that the government just has to do that, has to give into the religious belief, or not?
",0.3125002384185791
1485,19-123,Stephen_G_Breyer_,2015.53,2031.03," We can get other people to supply the ham, they say. And so they that's all right. But we can't do anything about this, the the the head scarves, and we can't do anything about the interracial marriage. So, in your idea, the well, how how does that work out?
",-0.25912046432495117
1486,19-123,Stephen_G_Breyer_,2046.54,2072.44," I'm sorry. I want to interrupt you right here because now two of you have said this, that we should write an opinion which says discrimination on the basis of race, constitutionally speaking, is different than discrimination on the basis of gender, on the basis of religion, on the basis of nationality, on the basis of homosexuality, all right? Is that the opinion you want us to write?
",-0.30189263820648193
1487,19-123,Samuel_A_Alito_Jr_,2165.22,2201.32," We don't reach constitutional questions as a general matter unless we unless we have to. That's a strong policy. But what do the arguments in this case about the complicated arguments about exemptions and the new arguments about contracting, the question whether Catholic Social Services is more like a regular licensee or more like a contractor, say about the stability of the Employment Division versus Smith precedent?
",-0.7162208557128906
1488,19-123,Sonia_Sotomayor_,2256.455,2308.38," Counsel, I've always thought that a compelling state interest that motivated our holdings in racial discrimination cases was not merely that race was important but that the burden on the people who are rejected because of race is an interest that the state could seek to protect, that a rejection on the basis of race or any protected category creates a stigma on that person and that it's a compelling state interest for the state to have an anti-discrimination law on the basis of protected classes. Are you are you diminishing that as a compelling state interest?
",-0.5542775988578796
1489,19-123,Sonia_Sotomayor_,2335.59,2364.215," an independent contractor with the City. And the City has said to that couple: We won't discriminate against you, but CSS, our independent contractor, doesn't want to serve you, doesn't want to certify you, not on the basis of any of the criteria that the state has set forth. You might meet every criteria the state sets forth. But they're imposing an additional criteria.
",-0.1353352665901184
1490,19-123,Sonia_Sotomayor_,2374.42,2407.045," I suspect that's part of part of that is just natural, meaning people gravitate to agencies that are known by their community. And so I am sure and this is one of the arguments that was resolved against the Petitioner here it's not that the agency has that the City has agencies who cater only to one community. It's that some agencies live in a particular community, and so more people will come to it from that community.
",0.07677281647920609
1491,19-123,Elena_Kagan_,2466.74,2506.775," Good morning, Mr. Mooppan. If I understood you correctly, you said that it is a compelling state interest to eradicate racial discrimination, but it is not a compelling state interest to eradicate discrimination on the basis of sexual orientation. And I was wondering where in this scale that you're using would discrimination on the basis of gender come. Would would that be a compelling state interest? So, for example, if there's an agency that refuses to employ women, would the state have to contract with that agency?
",-0.3777652680873871
1492,19-123,Elena_Kagan_,2589.81,2606.905," You said excuse me, Mr. Mooppan. You said that the City of Philadelphia could not do the same thing with respect to race. And the same supposed exceptions for are there too, ready to undermine it, but you said that that would come out differently. And I'm seeking to find out a reason why.
",0.0825917050242424
1493,19-123,Neil_Gorsuch_,2660.815,2692.08," Counsel, can we circle back to the question whether Catholic Social Services should be treated as an employee or agent and whether the City can effectively take over a a service that had been provided privately for for some time, and and taken over so much so that it regulates it pervasively and and this analysis shouldn't apply at all. Can can you address that concern?
",-0.8936911225318909
1494,19-123,Neil_Gorsuch_,2776.05,2795.81," All right. Let let let's deal with the exemptions. What do we do with the Fair Practices Ordinance and the argument by the City and we normally take their representations about their law with with some some respect that the Fair Practices Ordinance applies by its own force and that there are no exemptions here?
",-0.8885846734046936
1495,19-123,Brett_M_Kavanaugh_,2825.065,2855.47," Good morning, Mr. Mooppan. What if Catholic Social Services were the only private agency in Philadelphia that performed this service? Meaning that same-sex couples in Philadelphia simply could not become foster parents, and let's also assume there are no exemptions or other statements that are relevant to the analysis. In that circumstance, would there be any different analysis or result in a case like this?
",-0.7548128962516785
1496,19-123,Amy_Coney_Barrett_,2901.52,2939.615," Good morning. So I'm wondering how we decide whether a law is generally applicable in the in the relevant respect. So you said that the City recognizes a slew of exceptions, but none of them are for the same-sex anti-discrimination requirement. So it's not quite the same thing as granting an exemption, say, for, like, Sunday Sabbath observance but not Saturday Sabbath observance. That's a more apples-to-apples comparison. So how do we go about identifying what the, you know, relevant factor is in deciding whether a law is generally applicable?
",-0.5169907808303833
1497,19-123,Amy_Coney_Barrett_,3005.93,3030.885," What if the ordinance said expressly that there shall be no exemptions permitted with respect to the same-sex marriage anti-discrimination requirement, period, and then had another section which permitted some exceptions as the City employs here, like in considering race, for example, in the placement of a child? Would that be generally applicable then? The same-sex anti-discrimination requirement, I mean.
",-0.8030051589012146
1498,19-123,John_G_Roberts_Jr_,3307.92,3341.805," Well, I suppose you there are certainly different contexts, but the question is at least in certain contexts, you are comfortable with the concept concept of discriminating in this program on the basis of sexual orientation, but you have a very strict rule, you've said there will be no exceptions to CSS's similar taking into account of the sexual orientation status of the would-be parent foster parents.
",-0.03710297867655754
1499,19-123,Clarence_Thomas_,3394.525,3431.96," Thank you, Mr. Chief Justice. Mr. Katyal, the you place, obviously, in your briefs and your argument today a lot of reliance on the fact that on your your point that CSS is a contractor. Wouldn't would would your analysis of this case differ if, rather than receiving funds from the City or contracting with the City, CSS was a private organization that was regulated, solely regulated, as opposed to the contractual relationship?
",-0.8434975743293762
1500,19-123,Clarence_Thomas_,3498.33,3520.235," Could just I I'd like to get one question in before my time expires. Don't you think it's in the best interests of the child to also have a pool that is that is beneficial to the child? I don't understand why that isn't also in the best interests of the child.
",-0.17795240879058838
1501,19-123,Stephen_G_Breyer_,3554.94,3633.625," Yes. What's actually bothering me quite a lot about this case is I think that no family has ever been turned down by this agency. Indeed, none has ever applied, no gay family, no gay couple. And the disagreement seems to be that they now have to sign a piece of paper that says if there were a gay couple, we might have to look into whether they're qualified. And you're willing to have them say, but taking gay into account, you don't have to take it into account at all, but they don't want to do that. Now that seems to me a very narrow ground for deciding a case that has enormous implications. Could you not say, hey, we think if there ever were a gay couple and it really was a problem, you'd have to do something about it, like look into it and don't say gay? And they say: We don't even want to do that, but it's never come up. I mean, the natural thing for me would be to say, okay, you say what you want, we'll say what we want, and if it ever comes up, we'll deal with it. But it never has. Now is there any way that that has anything to do with how we would decide this case?
",1.2253934144973755
1502,19-123,Samuel_A_Alito_Jr_,3722.695,3747.135," In your brief in opposition, when you were trying to persuade us not to take this case, you represented that the City had adopted an Exemption Waiver Committee ""to ensure that in the future any requests for a religious exemption of the sort at issue here would be directed to the waiver exemption committee and handled through the procedures that it establishes."" Page 15. Was that accurate?
",-0.9468175768852234
1503,19-123,Samuel_A_Alito_Jr_,3767.06,3785.455," Well, the plain meaning of that statement is that if CSS or another religious organization came to the City and said that we do not it is contrary to our religious beliefs to certify a same-sex couple, there would be consideration of an exemption.
",-0.11716879159212112
1504,19-123,Samuel_A_Alito_Jr_,3818.8,3855.005," if that's the City's policy, then the statement that I just read seems to me to be quite misleading, but I'll move on from that. Look, if we if we are honest about what's really going on here, it's not about ensuring that same-sex couples in Philadelphia have the opportunity to be foster parents. It's the fact that the City can't stand the message that Catholic Social Services and the Archdiocese are sending by continuing to adhere to the old-fashioned view about marriage. Isn't that the case?
",1.4210902452468872
1505,19-123,Samuel_A_Alito_Jr_,3888.28,3931.44," Well, as far as the record reflects, no what Catholic Social Services has done has not denied any same-sex couple the opportunity to be foster parents. And because they would refer such a couple, if one were to come to them, to one of the many agencies that is willing to to do what is necessary for them, there's no realistic chance that that is ever going to happen. But the City, nevertheless, is willing to cut them off from participating participation in this program, even if what that means is that there will be foster children in Philadelphia there will be children in Philadelphia who will be denied the opportunity to have foster parents. That's what the record shows, isn't it?
",0.8558737635612488
1506,19-123,Sonia_Sotomayor_,4073.55,4114.275," Going to that issue in terms of tolerance, because that seems to be part of the questioning of some of my colleagues, and you're addressing it by saying there's tolerance in their work in other areas, they're receiving a tremendous amount of money for their work with foster children in other ways. But looking at this under Smith, that pool, what did when you say there's two different pools, one is the pool of can you become an eligible family, and then there's the pool of placing a child. How do you see Smith addressing that?
",-0.34204375743865967
1507,19-123,Sonia_Sotomayor_,4167.53,4195.575," Has any parent been, other than disability, but that's because they can't meet certain criteria that's independent of their disability, they can't do certain things for the child which are required, but has there ever been an agency that has or an exemption granted on the basis of a protected characteristic?
",-0.563974916934967
1508,19-123,Elena_Kagan_,4215.83,4255.355," Mr. Katyal, I'm concerned about Section 3.21 of the contract. So the 2019 version of the contract says and I'm quoting here ""that an agency shall not reject prospective foster or adoptive parents for services based on sexual orientation unless an exception is granted by the Commissioner in his or her sole discretion."" So why isn't that exactly the kind of exemption that CSS wants here? And why doesn't its presence, you know, undermine this the the state's purported interests?
",0.0003596874594222754
1509,19-123,Elena_Kagan_,4263.93,4287.29," Well, let's say that that's true, Mr. Katyal, I mean, that no exemption has ever been granted under that provision. I mean, I read Smith and Lukumi to say that you you can't get out of it so easily, that as long as there is an exemption, as long as it exists, as long as you could rely on it in the future, that there is not neutrality here.
",0.4842338562011719
1510,19-123,Neil_Gorsuch_,4370.83,4392.965," Good morning, counsel. I'd I'd like to follow up more or less where we left off. There seems to be some lack of clarity about which stage we're at here, whether we're at the matching stage or at the screening stage. As as I understand it, this case is about the screening stage, whether Catholic Services would be eligible to participate in a program at all. Is that correct?
",-1.017329454421997
